date,avg_temperature,promotion_count,station_count,is_weekend,signup_count
2023-04-05,27.9,1,76,False,237
2023-04-06,24.3,1,89,False,263
2023-04-07,25.5,2,61,False,249
2023-04-08,27.9,1,72,True,299
2023-04-09,25.9,0,48,True,242
2023-04-10,24.7,1,80,False,222
2023-04-11,20.6,3,61,False,221
2023-04-12,25.7,1,71,False,234
2023-04-13,22.1,1,68,False,217
2023-04-14,22.3,0,42,False,173
2023-04-15,28.4,0,65,True,265
2023-04-16,27.5,2,52,True,266
2023-04-17,31.3,0,80,False,255
2023-04-18,21.0,0,43,False,159
2023-04-19,26.2,2,66,False,231
2023-04-20,18.8,0,46,False,153
2023-04-21,27.0,0,82,False,239
2023-04-22,23.1,0,64,True,226
2023-04-23,29.8,1,62,True,289
2023-04-24,20.0,0,56,False,156
2023-04-25,26.6,1,69,False,241
2023-04-26,24.4,0,80,False,219
2023-04-27,24.9,0,66,False,207
2023-04-28,23.7,1,73,False,223
2023-04-29,20.4,2,85,True,262
2023-04-30,20.9,1,57,True,236
2023-05-01,22.2,0,56,False,194
2023-05-02,19.2,0,58,False,173
2023-05-03,26.4,1,86,False,262
2023-05-04,22.3,0,81,False,217
2023-05-05,21.0,0,60,False,180
2023-05-06,21.4,0,47,True,195
2023-05-07,23.3,2,87,True,290
2023-05-08,28.1,0,67,False,250
2023-05-09,26.7,0,86,False,230
2023-05-10,20.8,1,86,False,221
2023-05-11,23.4,1,69,False,240
2023-05-12,23.3,2,88,False,258
2023-05-13,19.6,0,73,True,224
2023-05-14,21.7,2,67,True,261
2023-05-15,23.5,1,56,False,232
2023-05-16,21.9,1,43,False,199
2023-05-17,21.0,1,87,False,238
2023-05-18,27.1,1,44,False,214
2023-05-19,21.3,2,65,False,206
2023-05-20,16.8,0,60,True,194
2023-05-21,21.1,0,89,True,235
2023-05-22,22.5,2,66,False,252
2023-05-23,20.2,1,76,False,215
2023-05-24,26.6,0,47,False,215
2023-05-25,24.1,0,64,False,206
2023-05-26,19.8,0,70,False,193
2023-05-27,21.5,0,83,True,250
2023-05-28,24.6,0,79,True,261
2023-05-29,22.0,0,88,False,208
2023-05-30,20.4,0,79,False,218
2023-05-31,18.5,2,84,False,228
2023-06-01,16.9,1,60,False,172
2023-06-02,17.8,1,53,False,199
2023-06-03,21.6,2,81,True,264
2023-06-04,20.4,0,84,True,243
2023-06-05,19.4,1,46,False,179
2023-06-06,21.3,0,44,False,179
2023-06-07,19.2,0,49,False,154
2023-06-08,18.9,0,43,False,179
2023-06-09,15.5,1,69,False,188
2023-06-10,20.5,0,79,True,205
2023-06-11,16.7,2,81,True,264
2023-06-12,18.5,0,49,False,164
2023-06-13,11.5,1,89,False,186
2023-06-14,18.8,0,82,False,186
2023-06-15,18.0,0,64,False,191
2023-06-16,19.5,0,48,False,171
2023-06-17,16.3,0,52,True,173
2023-06-18,14.6,0,64,True,185
2023-06-19,16.1,0,80,False,165
2023-06-20,16.9,0,70,False,195
2023-06-21,13.5,0,58,False,145
2023-06-22,19.2,1,80,False,221
2023-06-23,16.2,0,64,False,169
2023-06-24,15.7,1,86,True,224
2023-06-25,14.9,1,50,True,193
2023-06-26,16.6,0,74,False,177
2023-06-27,16.1,0,68,False,154
2023-06-28,13.7,3,43,False,188
2023-06-29,10.2,1,55,False,128
2023-06-30,11.1,0,62,False,153
2023-07-01,13.0,1,49,True,188
2023-07-02,15.1,0,58,True,211
2023-07-03,13.6,0,87,False,199
2023-07-04,15.6,0,52,False,150
2023-07-05,12.3,0,47,False,129
2023-07-06,13.8,2,68,False,185
2023-07-07,13.6,0,52,False,143
2023-07-08,14.6,1,59,True,196
2023-07-09,14.1,1,68,True,172
2023-07-10,13.9,4,61,False,245
2023-07-11,8.7,0,64,False,136
2023-07-12,15.7,2,86,False,227
2023-07-13,7.7,0,78,False,150
2023-07-14,11.4,1,46,False,162
2023-07-15,12.6,0,40,True,133
2023-07-16,13.5,0,53,True,188
2023-07-17,14.3,1,52,False,169
2023-07-18,14.0,1,56,False,188
2023-07-19,10.0,0,44,False,122
2023-07-20,13.2,0,51,False,153
2023-07-21,9.9,1,75,False,213
2023-07-22,11.7,0,58,True,166
2023-07-23,8.5,0,58,True,151
2023-07-24,9.9,0,56,False,121
2023-07-25,10.0,0,42,False,120
2023-07-26,8.9,1,71,False,142
2023-07-27,11.6,0,49,False,122
2023-07-28,9.7,1,57,False,156
2023-07-29,10.2,1,69,True,189
2023-07-30,9.2,1,46,True,176
2023-07-31,10.0,2,40,False,163
2023-08-01,5.9,1,66,False,153
2023-08-02,8.6,1,46,False,122
2023-08-03,6.8,0,52,False,94
2023-08-04,8.9,3,63,False,204
2023-08-05,8.6,0,58,True,156
2023-08-06,8.2,2,80,True,195
2023-08-07,10.2,0,61,False,136
2023-08-08,6.6,0,85,False,128
2023-08-09,7.8,0,78,False,141
2023-08-10,8.2,0,65,False,123
2023-08-11,9.0,1,68,False,152
2023-08-12,5.4,0,43,True,126
2023-08-13,6.3,1,76,True,194
2023-08-14,7.6,0,68,False,149
2023-08-15,7.9,1,76,False,168
2023-08-16,3.7,1,79,False,146
2023-08-17,6.0,0,67,False,136
2023-08-18,3.0,0,76,False,131
2023-08-19,4.2,1,62,True,156
2023-08-20,6.5,0,46,True,137
2023-08-21,5.0,1,42,False,105
2023-08-22,5.0,0,55,False,118
2023-08-23,5.7,0,77,False,140
2023-08-24,8.7,1,53,False,140
2023-08-25,9.7,1,44,False,133
2023-08-26,1.0,0,44,True,127
2023-08-27,3.9,0,54,True,118
2023-08-28,5.9,1,56,False,141
2023-08-29,3.7,0,58,False,96
2023-08-30,6.3,0,79,False,155
2023-08-31,10.5,0,52,False,125
2023-09-01,3.6,2,69,False,164
2023-09-02,7.7,0,65,True,138
2023-09-03,4.5,0,89,True,201
2023-09-04,1.0,2,56,False,127
2023-09-05,3.3,1,50,False,112
2023-09-06,6.9,1,54,False,139
2023-09-07,5.0,1,81,False,157
2023-09-08,2.9,0,64,False,111
2023-09-09,3.0,2,43,True,167
2023-09-10,-0.6,2,65,True,172
2023-09-11,5.5,0,86,False,138
2023-09-12,3.4,0,69,False,105
2023-09-13,4.0,0,63,False,109
2023-09-14,3.7,3,62,False,192
2023-09-15,4.8,0,50,False,118
2023-09-16,5.7,0,55,True,128
2023-09-17,4.1,1,67,True,173
2023-09-18,3.8,0,46,False,115
2023-09-19,2.3,0,43,False,99
2023-09-20,6.1,0,73,False,146
2023-09-21,4.8,0,52,False,120
2023-09-22,5.0,2,53,False,159
2023-09-23,1.6,0,76,True,129
2023-09-24,9.1,1,44,True,151
2023-09-25,3.5,0,77,False,141
2023-09-26,5.0,0,57,False,108
2023-09-27,5.7,1,61,False,150
2023-09-28,0.3,2,77,False,143
2023-09-29,3.1,0,43,False,100
2023-09-30,4.4,1,76,True,182
2023-10-01,5.9,1,86,True,194
2023-10-02,4.2,0,63,False,133
2023-10-03,7.4,2,89,False,184
2023-10-04,7.5,1,57,False,151
2023-10-05,5.5,0,62,False,108
2023-10-06,3.1,1,57,False,119
2023-10-07,0.8,3,87,True,207
2023-10-08,4.4,0,79,True,157
2023-10-09,-0.2,1,59,False,101
2023-10-10,2.7,1,49,False,114
2023-10-11,0.0,0,76,False,117
2023-10-12,3.5,0,89,False,144
2023-10-13,3.9,0,78,False,129
2023-10-14,2.7,0,84,True,149
2023-10-15,7.7,0,88,True,179
2023-10-16,3.2,0,45,False,93
2023-10-17,5.6,1,76,False,157
2023-10-18,4.0,1,83,False,149
2023-10-19,-3.6,0,87,False,113
2023-10-20,1.0,0,67,False,136
2023-10-21,3.2,2,86,True,214
2023-10-22,6.2,1,86,True,183
2023-10-23,3.9,1,43,False,121
2023-10-24,4.0,1,57,False,134
2023-10-25,3.3,0,52,False,100
2023-10-26,3.6,1,73,False,144
2023-10-27,1.9,2,49,False,141
2023-10-28,7.2,0,75,True,178
2023-10-29,2.8,1,43,True,163
2023-10-30,4.4,0,69,False,150
2023-10-31,-0.5,0,83,False,129
2023-11-01,8.3,0,81,False,145
2023-11-02,6.6,0,40,False,112
2023-11-03,3.6,2,44,False,121
2023-11-04,1.8,1,46,True,132
2023-11-05,6.6,1,66,True,181
2023-11-06,4.6,0,73,False,124
2023-11-07,6.2,0,87,False,165
2023-11-08,5.0,1,89,False,153
2023-11-09,5.3,0,53,False,134
2023-11-10,5.3,0,52,False,105
2023-11-11,7.8,0,57,True,164
2023-11-12,9.9,2,49,True,196
2023-11-13,4.8,0,62,False,135
2023-11-14,8.1,1,64,False,142
2023-11-15,10.5,0,65,False,130
2023-11-16,7.8,0,78,False,154
2023-11-17,7.9,2,87,False,189
2023-11-18,3.7,1,82,True,172
2023-11-19,4.0,0,54,True,129
2023-11-20,7.0,0,77,False,130
2023-11-21,8.9,0,48,False,144
2023-11-22,5.8,1,48,False,127
2023-11-23,6.7,0,84,False,162
2023-11-24,6.3,0,75,False,135
2023-11-25,7.0,2,67,True,193
2023-11-26,7.2,0,89,True,193
2023-11-27,7.6,1,79,False,169
2023-11-28,2.1,0,64,False,88
2023-11-29,12.7,0,43,False,121
2023-11-30,7.0,1,76,False,166
2023-12-01,8.6,0,73,False,143
2023-12-02,6.9,0,55,True,145
2023-12-03,12.8,0,68,True,180
2023-12-04,8.1,1,83,False,172
2023-12-05,6.4,2,55,False,172
2023-12-06,11.1,0,45,False,118
2023-12-07,16.1,1,67,False,162
2023-12-08,12.9,1,78,False,192
2023-12-09,13.1,0,66,True,177
2023-12-10,7.0,0,87,True,174
2023-12-11,10.1,2,45,False,154
2023-12-12,12.3,1,62,False,156
2023-12-13,14.8,0,66,False,167
2023-12-14,14.1,1,82,False,186
2023-12-15,8.7,0,55,False,132
2023-12-16,12.6,0,73,True,196
2023-12-17,12.2,0,52,True,177
2023-12-18,10.6,0,87,False,171
2023-12-19,13.7,1,72,False,167
2023-12-20,11.4,0,55,False,143
2023-12-21,12.5,1,61,False,156
2023-12-22,11.9,0,50,False,153
2023-12-23,12.2,1,73,True,205
2023-12-24,16.2,2,50,True,205
2023-12-25,10.8,1,62,False,196
2023-12-26,8.8,0,48,False,136
2023-12-27,12.2,1,66,False,170
2023-12-28,17.1,1,55,False,165
2023-12-29,13.6,1,63,False,184
2023-12-30,12.2,1,62,True,193
2023-12-31,13.4,1,79,True,235
2024-01-01,12.0,1,43,False,165
2024-01-02,15.4,1,60,False,186
2024-01-03,18.1,0,62,False,172
2024-01-04,12.0,1,82,False,175
2024-01-05,12.1,0,42,False,120
2024-01-06,18.5,0,84,True,209
2024-01-07,12.2,0,71,True,198
2024-01-08,17.1,1,87,False,203
2024-01-09,16.2,0,48,False,146
2024-01-10,12.4,0,87,False,167
2024-01-11,14.3,2,60,False,194
2024-01-12,15.4,2,40,False,192
2024-01-13,13.5,0,42,True,166
2024-01-14,17.2,4,62,True,273
2024-01-15,20.8,1,73,False,201
2024-01-16,15.2,0,70,False,172
2024-01-17,18.9,0,71,False,207
2024-01-18,17.5,6,50,False,289
2024-01-19,17.9,1,55,False,184
2024-01-20,17.4,1,86,True,238
2024-01-21,17.1,1,74,True,232
2024-01-22,21.0,0,62,False,184
2024-01-23,18.1,0,43,False,171
2024-01-24,18.1,0,75,False,183
2024-01-25,18.5,0,57,False,175
2024-01-26,19.4,0,85,False,205
2024-01-27,14.3,1,79,True,226
2024-01-28,25.2,0,76,True,225
2024-01-29,19.2,0,66,False,193
2024-01-30,16.3,1,68,False,207
2024-01-31,15.3,0,44,False,151
2024-02-01,16.4,2,54,False,189
2024-02-02,23.3,1,45,False,210
2024-02-03,19.7,0,76,True,244
2024-02-04,17.8,1,84,True,236
2024-02-05,26.8,0,51,False,202
2024-02-06,23.1,1,56,False,204
2024-02-07,21.7,0,62,False,210
2024-02-08,22.3,1,82,False,224
2024-02-09,20.1,0,48,False,187
2024-02-10,24.8,2,88,True,296
2024-02-11,14.2,2,55,True,223
2024-02-12,22.1,0,87,False,225
2024-02-13,22.2,0,87,False,215
2024-02-14,20.0,1,44,False,179
2024-02-15,14.7,0,54,False,161
2024-02-16,23.2,0,65,False,185
2024-02-17,18.5,1,52,True,231
2024-02-18,18.1,0,69,True,205
2024-02-19,23.6,0,45,False,175
2024-02-20,24.0,2,79,False,253
2024-02-21,22.8,1,86,False,231
2024-02-22,23.8,1,64,False,210
2024-02-23,22.5,0,43,False,188
2024-02-24,23.0,1,68,True,245
2024-02-25,23.5,0,83,True,251
2024-02-26,21.5,0,88,False,212
2024-02-27,24.8,4,47,False,250
2024-02-28,25.0,0,68,False,244
2024-02-29,24.7,0,63,False,199
2024-03-01,21.1,1,56,False,217
2024-03-02,19.3,0,56,True,213
2024-03-03,21.0,0,68,True,231
2024-03-04,24.5,1,40,False,219
2024-03-05,26.6,0,58,False,221
2024-03-06,23.1,0,63,False,201
2024-03-07,21.5,0,59,False,191
2024-03-08,24.3,0,57,False,189
2024-03-09,23.6,0,67,True,236
2024-03-10,26.3,0,45,True,215
2024-03-11,20.9,1,75,False,217
2024-03-12,25.2,1,81,False,252
2024-03-13,25.8,0,82,False,207
2024-03-14,21.4,1,66,False,215
2024-03-15,27.0,3,58,False,283
2024-03-16,22.4,0,57,True,220
2024-03-17,22.4,1,89,True,260
2024-03-18,22.1,1,52,False,187
2024-03-19,24.6,0,41,False,179
2024-03-20,25.3,0,68,False,209
2024-03-21,27.8,3,89,False,284
2024-03-22,25.2,1,48,False,209
2024-03-23,21.4,0,77,True,239
2024-03-24,27.1,0,47,True,241
2024-03-25,24.3,1,75,False,225
2024-03-26,26.8,0,50,False,211
2024-03-27,20.0,0,85,False,215
2024-03-28,25.5,1,65,False,217
2024-03-29,22.4,0,50,False,190
2024-03-30,25.1,0,45,True,199
2024-03-31,22.7,0,49,True,217
2024-04-01,28.5,0,45,False,188
2024-04-02,23.9,1,48,False,218
2024-04-03,26.6,2,72,False,274
2024-04-04,26.2,0,52,False,215
2024-04-05,27.8,0,49,False,206
2024-04-06,27.6,0,78,True,276
2024-04-07,22.3,0,76,True,220
2024-04-08,23.5,1,43,False,203
2024-04-09,23.4,0,55,False,206
2024-04-10,21.1,1,67,False,222
2024-04-11,23.7,0,79,False,234
2024-04-12,26.6,0,74,False,216
2024-04-13,23.3,1,44,True,226
2024-04-14,25.5,1,76,True,263
2024-04-15,22.7,1,52,False,221
2024-04-16,24.5,1,88,False,249
2024-04-17,22.7,1,76,False,245
2024-04-18,23.9,0,72,False,195
2024-04-19,27.5,0,55,False,211
2024-04-20,21.6,0,59,True,216
2024-04-21,25.4,0,44,True,235
2024-04-22,28.4,2,73,False,255
2024-04-23,27.8,1,87,False,261
2024-04-24,24.7,0,60,False,187
2024-04-25,27.0,1,44,False,223
2024-04-26,26.1,0,48,False,214
2024-04-27,23.8,0,88,True,275
2024-04-28,22.9,0,73,True,227
2024-04-29,25.0,0,80,False,204
2024-04-30,21.8,1,51,False,206
2024-05-01,26.2,1,46,False,222
2024-05-02,26.1,0,45,False,211
2024-05-03,22.5,1,55,False,189
2024-05-04,27.3,1,82,True,288
2024-05-05,21.4,1,50,True,234
2024-05-06,23.9,0,61,False,224
2024-05-07,21.8,0,63,False,184
2024-05-08,24.5,0,53,False,208
2024-05-09,21.4,0,41,False,154
2024-05-10,22.2,2,74,False,248
2024-05-11,23.0,0,82,True,233
2024-05-12,26.3,0,49,True,244
2024-05-13,20.7,3,69,False,249
2024-05-14,25.3,1,40,False,193
2024-05-15,27.0,2,62,False,254
2024-05-16,21.7,0,67,False,176
2024-05-17,22.5,0,53,False,192
2024-05-18,19.1,1,41,True,213
2024-05-19,19.7,1,47,True,218
2024-05-20,21.4,0,82,False,204
2024-05-21,19.9,0,59,False,202
2024-05-22,21.6,2,88,False,241
2024-05-23,18.7,1,74,False,204
2024-05-24,21.6,0,51,False,181
2024-05-25,19.0,1,87,True,250
2024-05-26,18.1,1,66,True,241
2024-05-27,19.8,0,47,False,181
2024-05-28,17.6,0,71,False,196
2024-05-29,17.1,0,45,False,171
2024-05-30,17.7,0,58,False,187
2024-05-31,17.9,0,86,False,208
2024-06-01,17.1,1,46,True,182
2024-06-02,19.6,1,50,True,216
2024-06-03,19.2,0,71,False,183
2024-06-04,19.5,1,41,False,193
2024-06-05,20.5,1,89,False,231
2024-06-06,16.5,3,89,False,249
2024-06-07,19.8,1,47,False,196
2024-06-08,17.4,0,59,True,190
2024-06-09,17.4,0,78,True,198
2024-06-10,19.3,0,47,False,174
2024-06-11,15.5,0,58,False,158
2024-06-12,16.9,0,69,False,166
2024-06-13,19.5,0,76,False,198
2024-06-14,19.1,0,53,False,189
2024-06-15,15.4,0,73,True,203
2024-06-16,11.6,0,71,True,181
2024-06-17,17.0,2,58,False,224
2024-06-18,16.5,0,69,False,181
2024-06-19,17.3,0,65,False,162
2024-06-20,14.2,1,53,False,179
2024-06-21,18.3,0,76,False,210
2024-06-22,18.5,0,87,True,240
2024-06-23,16.3,1,81,True,213
2024-06-24,16.6,0,59,False,185
2024-06-25,13.3,0,66,False,162
2024-06-26,16.1,2,62,False,202
2024-06-27,16.1,0,67,False,177
2024-06-28,20.5,1,72,False,221
2024-06-29,14.8,0,69,True,195
2024-06-30,16.8,0,88,True,217
2024-07-01,16.5,1,55,False,201
2024-07-02,14.3,0,76,False,185
2024-07-03,11.2,0,78,False,171
2024-07-04,6.9,1,65,False,164
2024-07-05,13.0,0,64,False,146
2024-07-06,14.1,0,45,True,178
2024-07-07,14.2,1,44,True,204
2024-07-08,10.0,1,73,False,200
2024-07-09,6.4,1,71,False,155
2024-07-10,13.7,0,73,False,160
2024-07-11,8.7,1,76,False,139
2024-07-12,11.3,0,86,False,184
2024-07-13,12.5,1,43,True,197
2024-07-14,11.1,0,78,True,171
2024-07-15,9.3,0,50,False,126
2024-07-16,13.1,0,48,False,138
2024-07-17,10.2,0,87,False,177
2024-07-18,7.9,0,81,False,136
2024-07-19,10.9,0,41,False,131
2024-07-20,9.8,1,64,True,190
2024-07-21,9.4,0,53,True,152
2024-07-22,10.9,2,63,False,185
2024-07-23,12.3,0,50,False,142
2024-07-24,10.8,0,70,False,165
2024-07-25,6.7,0,45,False,132
2024-07-26,10.6,0,67,False,153
2024-07-27,12.4,0,86,True,206
2024-07-28,8.4,0,83,True,149
2024-07-29,7.2,0,66,False,144
2024-07-30,9.3,0,86,False,142
2024-07-31,2.1,0,75,False,113
2024-08-01,6.6,0,53,False,98
2024-08-02,3.3,0,50,False,108
2024-08-03,10.0,0,66,True,169
2024-08-04,13.3,0,55,True,193
2024-08-05,9.2,1,69,False,150
2024-08-06,8.1,0,88,False,160
2024-08-07,7.7,0,76,False,182
2024-08-08,5.8,0,80,False,142
2024-08-09,12.2,2,64,False,186
2024-08-10,4.3,0,57,True,142
2024-08-11,4.4,1,51,True,146
2024-08-12,9.0,2,41,False,164
2024-08-13,7.5,1,83,False,173
2024-08-14,6.9,0,58,False,125
2024-08-15,7.6,0,65,False,153
2024-08-16,7.9,1,47,False,142
2024-08-17,6.6,0,40,True,143
2024-08-18,6.7,0,85,True,184
2024-08-19,4.4,0,68,False,115
2024-08-20,3.1,1,43,False,128
2024-08-21,5.2,1,50,False,140
2024-08-22,6.2,1,44,False,143
2024-08-23,2.7,1,54,False,138
2024-08-24,5.4,0,83,True,173
2024-08-25,1.4,2,59,True,176
2024-08-26,4.3,0,72,False,138
2024-08-27,4.0,0,75,False,106
2024-08-28,4.3,0,50,False,102
2024-08-29,7.4,0,88,False,161
2024-08-30,0.2,0,55,False,103
2024-08-31,3.5,0,60,True,143
2024-09-01,6.9,1,83,True,164
2024-09-02,0.6,0,44,False,94
2024-09-03,1.8,1,77,False,143
2024-09-04,1.6,0,88,False,132
2024-09-05,-0.9,0,56,False,81
2024-09-06,3.4,0,43,False,84
2024-09-07,3.6,1,47,True,146
2024-09-08,4.1,0,82,True,162
2024-09-09,1.9,1,50,False,109
2024-09-10,4.4,0,73,False,139
2024-09-11,7.0,2,74,False,158
2024-09-12,3.9,0,61,False,121
2024-09-13,7.6,0,82,False,149
2024-09-14,3.7,0,59,True,139
2024-09-15,2.0,1,45,True,131
2024-09-16,2.3,0,73,False,104
2024-09-17,2.6,0,67,False,128
2024-09-18,1.0,1,63,False,139
2024-09-19,3.6,1,71,False,144
2024-09-20,3.1,0,82,False,126
2024-09-21,-0.2,1,61,True,130
2024-09-22,5.2,0,78,True,172
2024-09-23,2.7,1,70,False,141
2024-09-24,7.2,1,68,False,179
2024-09-25,1.0,1,52,False,133
2024-09-26,2.3,2,55,False,154
2024-09-27,1.5,2,61,False,152
2024-09-28,2.1,0,43,True,125
2024-09-29,4.3,0,51,True,133
2024-09-30,0.3,0,79,False,108
2024-10-01,1.7,1,54,False,119
2024-10-02,2.0,1,49,False,98
2024-10-03,3.3,0,56,False,119
2024-10-04,4.5,0,63,False,89
2024-10-05,0.3,2,48,True,145
2024-10-06,7.0,1,50,True,170
2024-10-07,1.7,0,73,False,99
2024-10-08,-0.9,0,46,False,78
2024-10-09,4.5,0,50,False,100
2024-10-10,0.9,0,84,False,132
2024-10-11,2.4,0,54,False,132
2024-10-12,0.7,0,40,True,119
2024-10-13,2.6,0,79,True,149
2024-10-14,3.1,1,60,False,97
2024-10-15,1.5,2,54,False,137
2024-10-16,4.8,0,55,False,129
2024-10-17,4.3,1,88,False,163
2024-10-18,-0.9,0,71,False,106
2024-10-19,1.9,0,71,True,133
2024-10-20,6.7,0,43,True,160
2024-10-21,7.1,0,59,False,129
2024-10-22,0.3,0,76,False,134
2024-10-23,6.0,0,46,False,105
2024-10-24,9.5,2,44,False,163
2024-10-25,5.8,0,68,False,142
2024-10-26,9.1,0,78,True,190
2024-10-27,3.6,0,62,True,161
2024-10-28,3.5,0,87,False,148
2024-10-29,3.9,3,77,False,191
2024-10-30,5.5,2,80,False,179
2024-10-31,6.3,0,56,False,124
2024-11-01,5.5,0,88,False,141
2024-11-02,7.2,0,84,True,172
2024-11-03,4.5,1,82,True,155
2024-11-04,7.3,4,67,False,224
2024-11-05,5.8,0,58,False,123
2024-11-06,6.8,2,57,False,156
2024-11-07,6.4,0,76,False,131
2024-11-08,5.2,1,74,False,119
2024-11-09,4.1,0,72,True,157
2024-11-10,10.7,0,55,True,161
2024-11-11,3.3,0,65,False,104
2024-11-12,6.4,1,47,False,117
2024-11-13,2.4,2,53,False,149
2024-11-14,6.9,0,53,False,107
2024-11-15,3.6,0,61,False,131
2024-11-16,3.3,0,57,True,151
2024-11-17,4.0,0,44,True,129
2024-11-18,11.6,2,74,False,207
2024-11-19,7.1,1,64,False,142
2024-11-20,8.8,0,81,False,142
2024-11-21,4.2,1,44,False,136
2024-11-22,6.5,1,75,False,161
2024-11-23,4.0,0,58,True,120
2024-11-24,9.3,0,80,True,180
2024-11-25,6.5,0,55,False,121
2024-11-26,9.4,0,41,False,103
2024-11-27,8.7,0,81,False,168
2024-11-28,9.6,0,69,False,129
2024-11-29,5.1,0,45,False,109
2024-11-30,6.3,1,72,True,180
2024-12-01,7.0,0,55,True,142
2024-12-02,4.4,1,57,False,123
2024-12-03,3.6,1,79,False,141
2024-12-04,6.9,0,72,False,121
2024-12-05,11.1,1,51,False,147
2024-12-06,7.5,0,62,False,152
2024-12-07,8.8,0,75,True,203
2024-12-08,11.1,1,47,True,193
2024-12-09,10.9,0,43,False,130
2024-12-10,13.3,1,69,False,176
2024-12-11,7.6,0,73,False,138
2024-12-12,7.5,0,83,False,145
2024-12-13,8.5,0,68,False,146
2024-12-14,16.2,1,58,True,188
2024-12-15,12.9,1,68,True,188
2024-12-16,10.9,0,45,False,127
2024-12-17,17.5,2,64,False,218
2024-12-18,11.6,0,76,False,135
2024-12-19,15.3,0,49,False,154
2024-12-20,13.0,0,60,False,147
2024-12-21,8.4,0,63,True,145
2024-12-22,12.0,0,44,True,169
2024-12-23,14.2,3,42,False,204
2024-12-24,13.6,0,76,False,186
2024-12-25,14.7,1,42,False,156
2024-12-26,9.1,2,46,False,161
2024-12-27,16.1,1,62,False,189
2024-12-28,10.5,1,58,True,192
2024-12-29,7.5,0,77,True,163
2024-12-30,11.7,1,54,False,151
2024-12-31,14.4,0,65,False,158
2025-01-01,11.5,0,51,False,113
2025-01-02,11.6,1,71,False,167
